,sentence,sentiment,polarity,Sentiment_Type
40,"Suap Proyek Meikarta, Duo Neneng Kembalikan Rp4 Miliar ke KPK",0.0,0.0,Neutral
41,"Backlog Perumahan Sudah Berkurang 3,2 Juta Unit",0.0,0.0,Neutral
42,DPRD Simalungun Usulkan Proyek 2019 Dikerjakan TMMD,0.0,0.0,Neutral
43,Lokasi Ini Masih Menjadi Daerah Langganan Banjir di Depok,0.0,0.0,Neutral
44,Kementerian PUPR Kekurangan Tenaga Ahli Konstruksi,0.0,0.0,Neutral
45,"Kementerian PUPR Seraterimakan Hibah Senilai Rp1,8 triliun",0.15,0.08333333333333334,Positive
46,Kronologi Tangkap Tangan Bupati Cirebon Sunjaya Purwadisastra,0.0,0.0,Neutral
47,Menteri PUPR Beberkan Isu Krusial di RUU Pertanahan,0.0,1.0,Neutral
48,Ini Bedanya Iuran Tapera dan BPJS Ketenagakerjaan,0.0,0.0,Neutral
49,"BPK Bantah Ada Kebocoran Pembangunan Infrastruktur Senilai Rp45,6 T",0.3,0.1,Positive
50,Kementerian PUPR Jawab Keberatan Apindo Atas Tapera,0.0,0.06666666666666667,Neutral
51,Kementerian PUPR Targetkan BP Tapera Beroperasi Tahun Depan,0.0,0.0,Neutral
52,"Kantor Anak Buahnya Disegel KPK, Bupati Bekasi Bingung",-0.4,0.7,Negative
53,Pembangunan Tol Jakarta-Cikampek 2 Elevated Sudah 49%,0.0,0.0,Neutral
54,"Oktober-Desember 2018, Sebanyak 13 Ruas Tol Baru Siap Beroperasi",0.16818181818181818,0.4772727272727273,Positive
55,Dinas PUPR Kebut Pembangunan Infrastruktur di Kota Depok,0.2,0.1,Positive
56,Proyek Irigasi di Pabuaran Sukamakmur Diputus Kontrak,0.0,0.0,Neutral
57,BNPB Akan Buatkan Hunian Sementara Bagi Korban Bencana di Sulteng,0.0,0.25,Neutral
58,Revitalisasi TPA Sarbagita Suwung Akan Diperpanjang Hingga 2024,0.0,0.0,Neutral
59,"Jembatan Tumbang Samba, Dambaan dan Kebanggaan Masyarakat Katingan",0.0,0.0,Neutral
60,Indonesia-Aljazair Tingkatkan Kerja Sama Pembangunan Infrastruktur,0.0,0.0,Neutral
61,SBSN Diprioritaskan untuk Danai Perbaikan Layanan Jalan Nasional,0.0,0.0,Neutral
62,Kementerian PUPR Gunakan Sukuk Danai Preservasi Jalintim Jambi,0.0,0.0,Neutral
63,"Pengangkatan Kepala Dinas PUPR Kabupaten Blitar Didemo, Ini Sebabnya",0.0,0.06666666666666667,Neutral
64,Pemkab Kobar Geber Pembangunan Jalan Penghubung Antardesa,0.0,0.0,Neutral
65,RI Realisasikan Kerja Sama Infrastruktur bagi Pejabat Kementerian PU Afghanistan,0.0,0.06666666666666667,Neutral
66,"Hampir Rampung, Jembatan Musi IV Akan Percantik Kota Palembang",0.0,0.0,Neutral
67,"Gunakan Risha, Rehabilitasi Rumah di Lombok Tuntas 1-2 Tahun",0.0,0.0,Neutral
68,PUPR Utamakan Rehabilitasi Fasilitas Publik dan Rumah di Lombok,0.0,0.06666666666666667,Neutral
69,Penggunaan Barang Impor di Proyek Kementerian PUPR Hanya 5%,0.0,1.0,Neutral
70,Kementerian PUPR Pastikan Kelanjutan Proyek Strategis Nasional,0.0,0.0,Neutral
71,Kementerian PUPR: Tidak Ada Proyek Infrastruktur yang Direm,0.0,0.0,Neutral
72,Dirjen Cipta Karya Prioritaskan Stok Air Bersih dan Sanitasi Korban Gempa,0.20833333333333337,0.6000000000000001,Positive
73,"Jabatan Sekda Kosong, Bupati Kobar Segera Surati Gubernur Kalteng",-0.05,0.375,Negative
74,Kementerian PUPR Buka Pusat Pendidikan Pengolahan Sampah di Bali,-0.15000000000000002,0.05,Negative
75,KPK Tetapkan Bupati Lampung Selatan Menjadi Tersangka,0.0,0.0,Neutral
76,"Selain Bupati Lampung Selatan, KPK Juga Periksa Kadis PUPR",0.0,0.0,Neutral
77,Rumdin Bupati dan Ruangan Kadis PUPR Labuhanbatu Disegel KPK,0.0,0.0,Neutral
78,"Jembatan Kali Kuto Runtuh, Kementerian PUPR Lakukan Evaluasi",0.0,0.0,Neutral
79,Pemerintah Siapkan Rumah Baru untuk Zohri di Atas Tanah 500 Meter,0.06818181818181818,0.2772727272727273,Positive
80,Presiden Jokowi Minta Menteri PUPR Renovasi Rumah Zohri di Lombok,0.0,0.0,Neutral
81,"Rp53,7 M Digelontorkan untuk Bebaskan Kawasan Kumuh di Bandung",0.4,0.8,Positive
82,Kementerian PUPR Bangun Irigasi Sawah Laweh Tarusan,0.0,0.0,Neutral
83,Polisi Ringkus 4 Orang Jaringan Penjambret Dirjen Kementerian PUPR,0.016666666666666673,0.2111111111111111,Positive
84,KPK Geledah Rumah Pribadi Kadis PUPR Tulungagung,0.0,0.375,Neutral
85,KPK Periksa Saksi-Saksi Kasus Suap Proyek Jalan Tulungagung,0.0,0.0,Neutral
86,Penjambret Dirjen Kementerian PUPR Ternyata Anggota Sindikat Besar,0.0880952380952381,0.33174603174603173,Positive
87,"1 Ditembak Mati, 1 Jambret Dirjen Bina Kementerian PUPR Dibekuk di Jakut",-0.049999999999999996,0.32222222222222224,Negative
88,Polisi Tembak Mati Penjambret Dirjen Bina Konstruksi Kementerian PUPR,-0.075,0.45,Negative
89,"Dirjen Bina Konstruksi PUPR Dijambret, Polisi Cari si Penolong",0.05000000000000002,0.5,Positive
90,Polisi Belum Bisa Periksa Dirjen Bina Konstruksi Kementerian PUPR,0.05000000000000002,0.5,Positive
91,Dirjen Bina Konstruksi Kementrian PUPR Dijambret di Kota Tua,0.037500000000000006,0.20833333333333331,Positive
92,Angkutan Logistik Sudah Lama Menunggu Penyesuaian Tarif Tol JORR,-0.05,0.4,Negative
93,Kenaikan Tarif Jalan Tol JORR Bukan Demi Dongkrak Pendapatan,0.0,0.0,Neutral
94,PUPR Sebut Integrasi JORR Kurangi Antrean,0.0,0.0,Neutral
95,Realisasi Tol Bandung-Tasikmalaya Tunggu Aksi Pusat,0.05,0.175,Positive
96,"Geledah Rumah Syahri Mulyo dan Kantor PUPR, KPK Angkut 4 Koper Besar",0.0,0.1,Neutral
97,"Mulai Dibuka, Tol Bocimi Seksi I Gratis Hingga H7 Lebaran",0.2,0.65,Positive
98,PUPR Tetapkan Perubahan Sistem Pentarifan di Jalan Tol Semarang,0.0,0.0,Neutral
99,"Jokowi: Akhir 2019, Semua Jalan Tol Harus Beroperasional",0.0,0.0,Neutral
100,PUPR Pastikan Kemantapan Jalur Mudik 2018 Capai 90 Persen,0.0,0.0,Neutral
101,Pemudik Akan Dimanjakan Desa Wisata di Jalur Utara dan Selatan Jawa,0.0,0.0,Neutral
102,"Lulus Uji Laik, Jalan Tol Solo-Ngawi Siap Dioperasikan",0.44999999999999996,0.7,Positive
103,Jalan Tol Salatiga-Kartosuro Dibuka Fungsional Saat Mudik Lebaran,0.0,0.0,Neutral
104,Kementerian PUPR Pastikan Seluruh Venue Asian Games 2018 Rampung Juni,0.0,0.0,Neutral
105,"Tampung 200 Orang, PUPR Bangun Asrama Mahasiswa ITS Rp8,9 Miliar",0.0,0.0,Neutral
106,"Mudik Lewat Jalan Tol, Perbanyak Istirahat dan Jangan Ngebut",0.0,0.0,Neutral
107,"Jelang Mudik Lebaran, PUPR Minta Jumlah Kartu E-Toll Diperbanyak",0.0,0.0,Neutral
108,Tarif Semua Ruas Tol Diskon 10% Sambut Mudik Lebaran 2018,0.0,0.0,Neutral
109,"Kasus Suap, Menteri PUPR Dicecar Pengangkatan Terpidana Amran",0.0,0.06666666666666667,Neutral
110,Kementerian PUPR Kembangkan Teknologi Asbuton,0.0,0.0,Neutral
111,"Dukung Produk Dalam Negeri, PUPR Gunakan Excavator Pindad",0.0,0.1,Neutral
112,Kementerian PUPR Bangun Pasar Atas Bukittinggi Semester II/2018,0.0,0.0,Neutral
113,"2.000 Tenaga Kerja Asing di Indonesia, Pemerintah Sebut Tak Banyak",-0.1875,0.3125,Negative
114,"PUPR Tekankan Pentingnya Akses Air Bersih, 65 Bendungan Dibangun",0.3666666666666667,0.7000000000000001,Positive
115,"Tak Hanya Bangun Infrastruktur, PUPR Ikut Tumbuhkan Kesadaran",0.0,1.0,Neutral
116,Tokoh Perubahan 2017 dari Ustaz Abdul Somad hingga Menteri PUPR,0.34,0.42000000000000004,Positive
117,Kementerian PUPR Kejar Penyelesaian Jalan Pansela Jawa,0.34,0.42000000000000004,Positive
118,Bank KEB Hana-Kementerian PUPR Salurkan KPR Bersubidi,0.34,0.42000000000000004,Positive
119,Tantangan Infrastruktur di Kawasan Wisata Strategis Nasional,0.34,0.42000000000000004,Positive
120,Kementerian PUPR Kaji Beragam Program Solusi Berbasis Alam,0.34,0.42000000000000004,Positive
121,Pemerintah Buka Pintu untuk Investor yang Ingin Bangun Bendungan,0.34,0.42000000000000004,Positive
122,Kementerian PUPR Terus Tambah Pasokan Rumah untuk MBR,0.34,0.42000000000000004,Positive
123,60 KK Dambakan Pembangunan Jembatan,0.34,0.42000000000000004,Positive
124,Dinas PUPR Tegaskan Jalan Pohon Pisang Diperbaiki Tahun Ini,0.34,0.42000000000000004,Positive
125,"Perbaikan Jalan dan Pedestrian, Pemkot Depok Gelontorkan Rp22 M",0.34,0.42000000000000004,Positive
126,"Lolos Audit, Proyek Tol BORR Seksi IIB Kembali Dilanjutkan",0.34,0.42000000000000004,Positive
127,Pembangunan 32 Jalan Tol dan 4 LRT Dievaluasi,0.34,0.42000000000000004,Positive
128,Pembangunan Proyek Infrastruktur Normal Dua Pekan Lagi,0.34,0.42000000000000004,Positive
129,Anies Minta Penjelasan Menteri PUPR soal Moratorium Proyek LRT,0.34,0.42000000000000004,Positive
130,Pertaruhkan Nyawa demi Kebut Infrastruktur,0.34,0.42000000000000004,Positive
131,Jokowi Minta Proyek Infrastruktur Dievaluasi Total,0.34,0.42000000000000004,Positive
132,Program Padat Karya Tunai PUPR Sasar Pulau Seram,0.34,0.42000000000000004,Positive
133,Pemerintah Pastikan BTN Akan Kembali Salurkan KPR Skema FLPP,0.34,0.42000000000000004,Positive
134,"Anggaran Pembangunan Bundaran Simpang Batu 16 Rp11,5 M",0.34,0.42000000000000004,Positive
135,Kementerian PUPR Revitalisasi Kawasan Adat Saribu Rumah Gadang,0.34,0.42000000000000004,Positive
136,"Pacu Ekonomi, PUPR Kebut Pengaspalan Jalan Akses Wisata",0.34,0.42000000000000004,Positive
137,Kementerian PUPR Minta Bupati Bogor Cepat Menata Kawasan Puncak,0.34,0.42000000000000004,Positive
138,Perbaikan Jalur Puncak yang Tertimbun Longsor Dikebut 10 Hari ke Depan,0.34,0.42000000000000004,Positive
139,Pemprov DKI Dukung Realisasi Sodetan Sungai Ciliwung,0.34,0.42000000000000004,Positive
140,"Tinjau Longsor Puncak, Menteri PUPR Minta PKL Ditertibkan",0.34,0.42000000000000004,Positive
141,Menteri Basuki Bekali Cakada PDI-P Pembangunan Infrastruktur Tepat Sasaran,0.34,0.42000000000000004,Positive
142,33 Ruas Tol Bakal Diresmikan Pemerintah Sepanjang 2018,0.34,0.42000000000000004,Positive
143,"Selidiki Kecelakaan Kerja, PUPR Bentuk Komite Keselamatan Konstruksi",0.34,0.42000000000000004,Positive
144,Pemprov Riau Gelontorkan Rp838 Miliar untuk Bangun Infrastruktur Jalan,0.34,0.42000000000000004,Positive
145,Pemerintah Rugi Akibat Banyak Kecelakaan Proyek Infrastruktur,0.34,0.42000000000000004,Positive
146,PUPR Sebut Banyak Kecelakaan Proyek Gara-gara Human Error,0.34,0.42000000000000004,Positive
147,"Progres Lelang Dini Kementerian PUPR Tembus Rp13,82 Triliun",0.34,0.42000000000000004,Positive
148,Tol Trans Jawa Diharapkan Beroperasi Penuh Akhir 2018,0.34,0.42000000000000004,Positive
149,"Grider Jalan Tol Desari Roboh, PUPR Siapkan Sanksi",0.34,0.42000000000000004,Positive
150,Pemerintah Ingin Tol Trans Jawa Siap untuk Mudik Tahun Ini,0.34,0.42000000000000004,Positive
151,"Diduga Korupsi Proyek Shelter Tsunami, Pejabat Kemen PUPR Dijebloskan ke Penjara",0.34,0.42000000000000004,Positive
152,"Dorong Batam Tujuan Investasi, PUPR Bangun Flyover Laluan Madani",0.34,0.42000000000000004,Positive
153,"Proyek Tol Sementara Distop, lalu-Lintas Diharapkan Lancar",0.34,0.42000000000000004,Positive
154,Kementerian PUPR Tambah Kapasitas Pengadaan Air Baku,0.34,0.42000000000000004,Positive
155,"Perolehan Pajak Jeblok, Pemkot Bekasi Akan Bongkar Reklame Bodong",0.34,0.42000000000000004,Positive
156,"Penerimaan Pajak Reklame Jeblok, Pemkot Bekasi Salahkan Proyek Pembangunan",0.34,0.42000000000000004,Positive
157,Kementerian PUPR-Sinar Mas Land Gelar Bazaar,0.34,0.42000000000000004,Positive
158,Sinar Mas Land Dukung Bazar Rakyat Kementerian PUPR,0.34,0.42000000000000004,Positive
159,Rusunawa Kelas Lajang Sudah Tak Laku Lagi,0.34,0.42000000000000004,Positive
160,"Target Realisasikan Sejuta Rumah, Ini Empat Cara PUPR",0.34,0.42000000000000004,Positive
161,Realisasi Program Sejuta Rumah Baru Capai 765 Ribu Unit,0.34,0.42000000000000004,Positive
162,Anggaran Proyek Jalan Lintas Timur Bintan Tahun Depan Rp18 M,0.34,0.42000000000000004,Positive
163,"Tinjau Lokasi Aquatik Asian Games, Sandi Apresiasi Kemen PUPR",0.34,0.42000000000000004,Positive
164,Program Padat Karya Akan Menyerap 263.000 Tenaga Kerja,0.34,0.42000000000000004,Positive
165,Layanan Sanitasi Akan Ditingkatkan dari Sabang Sampai Merauke,0.34,0.42000000000000004,Positive
166,Program Padat Karya Kementerian PUPR Akan Serap 263.646 Pekerja,0.34,0.42000000000000004,Positive
167,"Tarif Masih Dibahas, Tol Becakayu Digratiskan Selama Tiga Pekan",0.34,0.42000000000000004,Positive
168,Menteri Basuki: Infrastruktur Jadi Pilar Peningkatan Daya Saing,0.34,0.42000000000000004,Positive
169,Anggaran Kereta Cepat Jakarta-Surabaya Bisa Bengkak jika Molor,0.34,0.42000000000000004,Positive
170,Hutama Karya Diminta Percepat Garap Tol Padang-Pekanbaru,0.34,0.42000000000000004,Positive
171,Kementerian PUPR Jadikan Pontianak Kota Percontohan 100% Akses Air,0.34,0.42000000000000004,Positive
172,Kementerian PUPR Topang Pengembangan Potensi Wisata Daerah,0.34,0.42000000000000004,Positive
173,Menteri PUPR Akan Bikin Bandara New Yogya dan Borobudur Terintegrasi,0.34,0.42000000000000004,Positive
174,"Krisis Air Bersih, Kementerian PUPR Nilai Pemkot Bogor Plin-plan",0.34,0.42000000000000004,Positive
175,"Antisipasi Masalah, Menteri PUPR Cek Progres Bendungan Kuningan",0.34,0.42000000000000004,Positive
176,13 Kecamatan di Kabupaten Bekasi Rawan Banjir,0.34,0.42000000000000004,Positive
177,PUPR Bakal Lelang Dini Proyek Infrastruktur 2018,0.34,0.42000000000000004,Positive
178,"Tidak Perlu Tong-Toll, Gadget Ini Bisa Berfungsi sebagai e-Toll",0.34,0.42000000000000004,Positive
179,PUPR Rogoh Kocek Rp20 Triliun Bangun Infrastruktur di Sumatra,0.34,0.42000000000000004,Positive
180,Kementerian dan Lembaga Perkuat Sistem Pembayaran Elektronik Jalan Tol,0.34,0.42000000000000004,Positive
181,Ribuan Burung Pipit Mati Mendadak di Karangasem Bali,0.34,0.42000000000000004,Positive
182,"Anak Buah Jokowi, Basuki Kepincut Jadi Fotograger",0.34,0.42000000000000004,Positive
183,PUPR Bangun Tiga SPAM Pasok Air Bersih di Jateng dan Yogyakarta,0.34,0.42000000000000004,Positive
184,Alasan Luhut Bersama Menteri PUPR Kembangkan Aspal Plastik,0.34,0.42000000000000004,Positive
185,"Usai Bekasi, Aspal Plastik Akan Dipakai di Jakarta dan Surabaya",0.34,0.42000000000000004,Positive
186,"Resmi Beroperasi, Tol Ruas Bawen-Salatiga Masih Gratis",0.34,0.42000000000000004,Positive
187,"Terkait Infrastruktur, Kementerian PUPR Respons Permintaan Swasta",0.34,0.42000000000000004,Positive
188,"Pemerintah Bangun Bendungan Rp4,7 Triliun di Papua",0.34,0.42000000000000004,Positive
189,PUPR Percepatan Restorasi Gambut di Tujuh Provinsi,0.34,0.42000000000000004,Positive
190,Kementerian PUPR Dorong Kinerja BPD Salurkan KPR,0.34,0.42000000000000004,Positive
191,"Jelang Pertemuan IMF-World Bank, Infrastruktur Bali Butuh Rp277 M",0.34,0.42000000000000004,Positive
192,"Jelang Libur Panjang Idul Adha, Tol Bawen-Salatiga Belum Dibuka",0.34,0.42000000000000004,Positive
193,"Beli Rumah, Pekerja Informal Bisa Dapat Pembiayaan Mikro",0.34,0.42000000000000004,Positive
194,Bung Hatta Jadi Semangat Wujudkan Rumah Layak Huni Buat Masyarakat,0.34,0.42000000000000004,Positive
195,Revitalisasi Puro Mangkunegaran Ditunda,0.34,0.42000000000000004,Positive
196,Kebut Infrastruktur demi Tingkatkan Daya Saing RI,0.34,0.42000000000000004,Positive
197,"Dapat Anggaran Rp106 Triliun, PUPR Bakal Bangun Jalan hingga Perumahan",0.34,0.42000000000000004,Positive
198,Menteri PUPR: Belum Ada Permintaan Resmi soal Apartemen Anggota DPR,0.34,0.42000000000000004,Positive
199,BPJT Bakal Paksa Pengguna Tol Gunakan Uang Elektronik,0.34,0.42000000000000004,Positive
200,RI dan Jepang Tandatangani MoU Bangun Pelabuhan Patimban,0.34,0.42000000000000004,Positive
201,"Antisipasi Banjir, Bekasi Kebut Normalisasi 15 Sungai",0.34,0.42000000000000004,Positive
202,Jokowi Todong Menteri Rini dan Basuki Beri Proyek ke Pemda,0.34,0.42000000000000004,Positive
203,80 Pengembang Rumah Subsidi Hadir di Property Expo 2017,0.34,0.42000000000000004,Positive
204,Uji Kelaikan Tol Bawen-Salatiga Dilakukan Secara Marathon,0.34,0.42000000000000004,Positive
205,Perbaikan Jembatan Ambruk Butuh Anggaran Rp300 Juta,0.34,0.42000000000000004,Positive
206,YLKI Minta Kementerian PUPR dan Pemprov DKI Sikapi Kasus Komika Acho,0.34,0.42000000000000004,Positive
207,PUPR Borong Ekskavator Buatan Pindad,0.34,0.42000000000000004,Positive
208,JK: Menteri PUPR Layak Raih Gelar Perekayasa Utama Kehormatan,0.34,0.42000000000000004,Positive
209,Gelar Honorary Principal Engineer Jadi Suntikan Motivasi Menteri Basuki,0.34,0.42000000000000004,Positive
210,Menteri PUPR Raih Gelar Perekayasa Utama Kehormatan dari BPPT,0.34,0.42000000000000004,Positive
211,Indonesia Inovasi Bangun Jalan Aspal dari Limbah Plastik,0.34,0.42000000000000004,Positive
212,"Tingkatkan Ekonomi, Jalan Lintas Selatan Pulau Jawa Dipercepat",0.34,0.42000000000000004,Positive
213,Enam Ruas Tol Baru Akan Beroperasi Dua Bulan Lagi,0.34,0.42000000000000004,Positive
214,Kementerian PUPR Diminta Segera Keluarkan SLF,0.34,0.42000000000000004,Positive
215,Indonesia Mengejar Ketertinggalan Infrastruktur,0.34,0.42000000000000004,Positive
216,Kementerian PUPR Bantu Perbaikan Kota Lama Semarang,0.34,0.42000000000000004,Positive
217,"Suap Proyek PUPR, Politikus PKB Didakwa Terima Rp7 Miliar",0.34,0.42000000000000004,Positive
218,"Dorong Efisiensi Anggaran, PUPR Maksimalkan Teknologi Informasi",0.34,0.42000000000000004,Positive
219,Jalanan Beraspal di Bekasi Akan Dilapisi Plastik,0.34,0.42000000000000004,Positive
220,PUPR Siap Jadikan Sampah Plastik untuk Bahan Campuran Aspal,0.34,0.42000000000000004,Positive
221,"Cerita Basuki Bangun Empat Flyover dalam Waktu 4,5 Bulan",0.34,0.42000000000000004,Positive
222,Menteri PUPR Janjikan Tol Brebes Timur-Semarang Beroperasi 2018,0.34,0.42000000000000004,Positive
223,"Banyak Pilihan Exit Tol, Mudik Idul Fitri Tahun Ini Lebih Lancar",0.34,0.42000000000000004,Positive
224,"Pemindahan Ibu Kota, PUPR Tunggu Hasil Kajian Bappenas",0.34,0.42000000000000004,Positive
225,"Turuti Jokowi, Kementerian PUPR Hemat Anggaran Rp517 Miliar",0.34,0.42000000000000004,Positive
226,Pembayaran Tol Pakai E-Money Melonjak Saat Mudik,0.34,0.42000000000000004,Positive
227,Tol Trans Jawa hingga Semarang Target Rampung 2018,0.34,0.42000000000000004,Positive
228,Pembangunan Tol Darurat Dikebut Kementerian PUPR,0.34,0.42000000000000004,Positive
229,Masyarakat Berpenghasilan Lebih dari Rp4 Juta Bisa Beli Rumah Subsidi,0.34,0.42000000000000004,Positive
230,Jalur Paling Padat Padang-Bukit Tinggi-Batas Riau Siap 99%,0.34,0.42000000000000004,Positive
231,PUPR Layani Pemudik via Jalan Nasional Padang Bypass-Bukit Tinggi-Batas Riau,0.34,0.42000000000000004,Positive
232,HT Lepas Tim Mudik MNC Media 2017,0.34,0.42000000000000004,Positive
233,"Kebut Infrastruktur, Pemerintah Bentuk Tim Pemantauan dan Evaluasi",0.34,0.42000000000000004,Positive
234,"Dorong Pengguna Tol Pakai E-Money, Diskon 20% Akan Kurangi Macet",0.34,0.42000000000000004,Positive
235,Bayar Tol Pakai Uang Non Tunai Bikin Transaksi Lebih Cepat,0.34,0.42000000000000004,Positive
236,Strategi BI dan PUPR Tingkatkan Pembayaran Tol Nontunai,0.34,0.42000000000000004,Positive
237,BI dan PUPR Kerja Sama Tingkatkan Pembayaran Tol Non Tunai,0.34,0.42000000000000004,Positive
238,Menhub Ajak Menkeu dan Menteri PUPR Tinjau Proyek LRT Palembang,0.34,0.42000000000000004,Positive
239,Pelebaran Jalan Padang Bypass Ditarget Selesai Akhir Bulan Ini,0.34,0.42000000000000004,Positive
240,Kawasan Gelora Bung Karno Tertata Akhir 2017,0.34,0.42000000000000004,Positive
241,"Punya Banyak Keunggulan, PUPR Kembangkan Industri Precast Nasional",0.34,0.42000000000000004,Positive
242,Kementerian PUPR Target Bendungan Tugu Jatim Rampung Akhir 2017,0.34,0.42000000000000004,Positive
243,"Kuartal I 2017, Realisasi Sejuta Rumah Baru 169.614 Unit",0.34,0.42000000000000004,Positive
244,Syarat Beli Rumah Murah di Jakarta Berubah,0.34,0.42000000000000004,Positive
245,"3,4 Juta Rumah di Indonesia Masih Tak Layak Huni",0.34,0.42000000000000004,Positive
246,"Bangun Sejuta Rumah, Pemerintah Terkendala Harga Tanah Mahal",0.34,0.42000000000000004,Positive
247,Punya Gaji Rp4 Juta Berhak Dapat Kemudahan Beli Rumah,0.34,0.42000000000000004,Positive
248,Pemda Didesak Buat Aturan Permudah Izin Rumah Murah,0.34,0.42000000000000004,Positive
249,PUPR Bangun Sistem Penyediaan Air ke 800 SR di Halmahera,0.34,0.42000000000000004,Positive
250,"Kurangi Kesenjangan, Maluku Gencar Bangun Infrastruktur",0.34,0.42000000000000004,Positive
251,Kementerian PUPR Kaji Pembangaun Jalan Tol di Batam,0.34,0.42000000000000004,Positive
252,"Sambut Pertemuan IMF dan Bank Dunia, PUPR Benahi Jalan di Bali",0.34,0.42000000000000004,Positive
253,Pemerintah Bangun Rusun untuk Mahasiswa di Batam,0.34,0.42000000000000004,Positive
254,Kanal CBL Kurangi Angkut Peti Kemas via Tol,0.34,0.42000000000000004,Positive
255,"Jalur Purwokerto-Yogyakarta Macet, 4 Flyover Perlintasan Kereta Dibangun",0.34,0.42000000000000004,Positive
256,PUPR Targetkan 353 Km Jalanan Mengaspal di Perbatasan Kalbar,0.34,0.42000000000000004,Positive
